Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre
MAG,19.0,2.0,HARD,8.0,True
MAG,20.0,2.0,HARD,9.0,True
MAG,21.0,2.0,HARD,10.0,True
MAG,22.0,2.0,HARD,11.0,True
MAG,23.0,2.0,HARD,12.0,True
MAG,24.0,2.0,HARD,13.0,True
MAG,25.0,2.0,HARD,14.0,True
MAG,26.0,2.0,HARD,15.0,True
MAG,27.0,2.0,HARD,16.0,True
MAG,28.0,2.0,HARD,17.0,True
MAG,29.0,2.0,HARD,18.0,True
MAG,30.0,2.0,HARD,19.0,True
MAG,31.0,2.0,HARD,20.0,True
MAG,32.0,2.0,HARD,21.0,True
MAG,33.0,3.0,HARD,1.0,True
MAG,34.0,3.0,HARD,2.0,True
MAG,35.0,3.0,HARD,3.0,True
MAG,36.0,3.0,HARD,4.0,True
MAG,37.0,3.0,HARD,5.0,True
MAG,38.0,3.0,HARD,6.0,True
MAG,39.0,3.0,HARD,7.0,True
MAG,40.0,3.0,HARD,8.0,True
MAG,41.0,3.0,HARD,9.0,True
MAG,42.0,3.0,HARD,10.0,True
MAG,43.0,3.0,HARD,11.0,True
MAG,44.0,3.0,HARD,12.0,True
MAG,45.0,3.0,HARD,13.0,True
MAG,46.0,3.0,HARD,14.0,True
MAG,47.0,3.0,HARD,15.0,True
MAG,48.0,3.0,HARD,16.0,True
MAG,49.0,3.0,HARD,17.0,True
MAG,50.0,3.0,HARD,18.0,True
MAG,51.0,3.0,HARD,19.0,True
MAG,52.0,3.0,HARD,20.0,True
MAG,53.0,3.0,HARD,21.0,True
MAG,54.0,3.0,HARD,22.0,True
MAG,55.0,3.0,HARD,23.0,True
MAG,56.0,3.0,HARD,24.0,True
RIC,1.0,1.0,SOFT,4.0,False
RIC,2.0,1.0,SOFT,5.0,False
RIC,3.0,1.0,SOFT,6.0,False
RIC,4.0,1.0,SOFT,7.0,False
RIC,5.0,1.0,SOFT,8.0,False
RIC,6.0,1.0,SOFT,9.0,False
RIC,7.0,1.0,SOFT,10.0,False
RIC,8.0,1.0,SOFT,11.0,False
RIC,9.0,1.0,SOFT,12.0,False
RIC,10.0,1.0,SOFT,13.0,False
RIC,11.0,1.0,SOFT,14.0,False
RIC,12.0,1.0,SOFT,15.0,False
RIC,13.0,1.0,SOFT,16.0,False
RIC,14.0,2.0,HARD,1.0,True
RIC,15.0,2.0,HARD,2.0,True
RIC,16.0,2.0,HARD,3.0,True
RIC,17.0,2.0,HARD,4.0,True
RIC,18.0,2.0,HARD,5.0,True
RIC,19.0,2.0,HARD,6.0,True
RIC,20.0,2.0,HARD,7.0,True
RIC,21.0,2.0,HARD,8.0,True
RIC,22.0,2.0,HARD,9.0,True
RIC,23.0,2.0,HARD,10.0,True
RIC,24.0,2.0,HARD,11.0,True
RIC,25.0,2.0,HARD,12.0,True
RIC,26.0,2.0,HARD,13.0,True
RIC,27.0,2.0,HARD,14.0,True
RIC,28.0,2.0,HARD,15.0,True
RIC,29.0,2.0,HARD,16.0,True
RIC,30.0,2.0,HARD,17.0,True
RIC,31.0,2.0,HARD,18.0,True
RIC,32.0,2.0,HARD,19.0,True
RIC,33.0,2.0,HARD,20.0,True
RIC,34.0,2.0,HARD,21.0,True
RIC,35.0,2.0,HARD,22.0,True
RIC,36.0,3.0,SOFT,1.0,True
RIC,37.0,3.0,SOFT,2.0,True
RIC,38.0,3.0,SOFT,3.0,True
RIC,39.0,3.0,SOFT,4.0,True
RIC,40.0,3.0,SOFT,5.0,True
RIC,41.0,3.0,SOFT,6.0,True
RIC,42.0,3.0,SOFT,7.0,True
RIC,43.0,3.0,SOFT,8.0,True
RIC,44.0,3.0,SOFT,9.0,True
RIC,45.0,3.0,SOFT,10.0,True
RIC,46.0,3.0,SOFT,11.0,True
RIC,47.0,3.0,SOFT,12.0,True
RIC,48.0,3.0,SOFT,13.0,True
RIC,49.0,3.0,SOFT,14.0,True
RIC,50.0,3.0,SOFT,15.0,True
RIC,51.0,3.0,SOFT,16.0,True
RIC,52.0,3.0,SOFT,17.0,True
RIC,53.0,3.0,SOFT,18.0,True
RIC,54.0,3.0,SOFT,19.0,True
RIC,55.0,3.0,SOFT,20.0,True
RIC,56.0,3.0,SOFT,21.0,True
TSU,1.0,1.0,SOFT,1.0,True
TSU,2.0,1.0,SOFT,2.0,True
TSU,3.0,1.0,SOFT,3.0,True
TSU,4.0,1.0,SOFT,4.0,True
TSU,5.0,1.0,SOFT,5.0,True
TSU,6.0,1.0,SOFT,6.0,True
TSU,7.0,1.0,SOFT,7.0,True
TSU,8.0,1.0,SOFT,8.0,True
TSU,9.0,1.0,SOFT,9.0,True
TSU,10.0,1.0,SOFT,10.0,True
TSU,11.0,1.0,SOFT,11.0,True
TSU,12.0,1.0,SOFT,12.0,True
TSU,13.0,1.0,SOFT,13.0,True
TSU,14.0,1.0,SOFT,14.0,True
TSU,15.0,2.0,HARD,1.0,True
TSU,16.0,2.0,HARD,2.0,True
TSU,17.0,2.0,HARD,3.0,True
TSU,18.0,2.0,HARD,4.0,True
TSU,19.0,2.0,HARD,5.0,True
TSU,20.0,2.0,HARD,6.0,True
TSU,21.0,2.0,HARD,7.0,True
TSU,22.0,2.0,HARD,8.0,True
TSU,23.0,2.0,HARD,9.0,True
TSU,24.0,2.0,HARD,10.0,True
TSU,25.0,2.0,HARD,11.0,True
TSU,26.0,2.0,HARD,12.0,True
TSU,27.0,2.0,HARD,13.0,True
TSU,28.0,2.0,HARD,14.0,True
TSU,29.0,2.0,HARD,15.0,True
TSU,30.0,2.0,HARD,16.0,True
TSU,31.0,2.0,HARD,17.0,True
TSU,32.0,2.0,HARD,18.0,True
TSU,33.0,2.0,HARD,19.0,True
TSU,34.0,2.0,HARD,20.0,True
TSU,35.0,3.0,HARD,1.0,True
TSU,36.0,3.0,HARD,2.0,True
TSU,37.0,3.0,HARD,3.0,True
TSU,38.0,3.0,HARD,4.0,True
TSU,39.0,3.0,HARD,5.0,True
TSU,40.0,3.0,HARD,6.0,True
TSU,41.0,3.0,HARD,7.0,True
TSU,42.0,3.0,HARD,8.0,True
TSU,43.0,3.0,HARD,9.0,True
TSU,44.0,3.0,HARD,10.0,True
TSU,45.0,3.0,HARD,11.0,True
TSU,46.0,3.0,HARD,12.0,True
TSU,47.0,3.0,HARD,13.0,True
TSU,48.0,3.0,HARD,14.0,True
TSU,49.0,3.0,HARD,15.0,True
TSU,50.0,3.0,HARD,16.0,True
TSU,51.0,3.0,HARD,17.0,True
TSU,52.0,3.0,HARD,18.0,True
TSU,53.0,3.0,HARD,19.0,True
TSU,54.0,3.0,HARD,20.0,True
TSU,55.0,3.0,HARD,21.0,True
TSU,56.0,3.0,HARD,22.0,True
ALB,1.0,1.0,SOFT,1.0,True
ALB,2.0,1.0,SOFT,2.0,True
ALB,3.0,1.0,SOFT,3.0,True
ALB,4.0,1.0,SOFT,4.0,True
ALB,5.0,1.0,SOFT,5.0,True
ALB,6.0,1.0,SOFT,6.0,True
ALB,7.0,1.0,SOFT,7.0,True
ALB,8.0,1.0,SOFT,8.0,True
ALB,9.0,1.0,SOFT,9.0,True
ALB,10.0,1.0,SOFT,10.0,True
ALB,11.0,1.0,SOFT,11.0,True
ALB,12.0,1.0,SOFT,12.0,True
ALB,13.0,1.0,SOFT,13.0,True
ALB,14.0,1.0,SOFT,14.0,True
ALB,15.0,1.0,SOFT,15.0,True
ALB,16.0,2.0,HARD,1.0,True
ALB,17.0,2.0,HARD,2.0,True
ALB,18.0,2.0,HARD,3.0,True
ALB,19.0,2.0,HARD,4.0,True
ALB,20.0,2.0,HARD,5.0,True
ALB,21.0,2.0,HARD,6.0,True
ALB,22.0,2.0,HARD,7.0,True
ALB,23.0,2.0,HARD,8.0,True
ALB,24.0,2.0,HARD,9.0,True
ALB,25.0,2.0,HARD,10.0,True
ALB,26.0,2.0,HARD,11.0,True
ALB,27.0,2.0,HARD,12.0,True
ALB,28.0,2.0,HARD,13.0,True
ALB,29.0,2.0,HARD,14.0,True
ALB,30.0,2.0,HARD,15.0,True
ALB,31.0,2.0,HARD,16.0,True
ALB,32.0,2.0,HARD,17.0,True
ALB,33.0,2.0,HARD,18.0,True
ALB,34.0,2.0,HARD,19.0,True
ALB,35.0,2.0,HARD,20.0,True
ALB,36.0,2.0,HARD,21.0,True
ALB,37.0,3.0,HARD,1.0,True
ALB,38.0,3.0,HARD,2.0,True
ALB,39.0,3.0,HARD,3.0,True
ALB,40.0,3.0,HARD,4.0,True
ALB,41.0,3.0,HARD,5.0,True
ALB,42.0,3.0,HARD,6.0,True
ALB,43.0,3.0,HARD,7.0,True
ALB,44.0,3.0,HARD,8.0,True
ALB,45.0,3.0,HARD,9.0,True
ALB,46.0,3.0,HARD,10.0,True
ALB,47.0,3.0,HARD,11.0,True
ALB,48.0,3.0,HARD,12.0,True
ALB,49.0,3.0,HARD,13.0,True
ALB,50.0,3.0,HARD,14.0,True
ALB,51.0,3.0,HARD,15.0,True
ALB,52.0,3.0,HARD,16.0,True
ALB,53.0,3.0,HARD,17.0,True
ALB,54.0,3.0,HARD,18.0,True
ALB,55.0,3.0,HARD,19.0,True
ALB,56.0,3.0,HARD,20.0,True
HUL,1.0,1.0,SOFT,1.0,True
HUL,2.0,2.0,HARD,1.0,True
HUL,3.0,2.0,HARD,2.0,True
HUL,4.0,2.0,HARD,3.0,True
HUL,5.0,2.0,HARD,4.0,True
HUL,6.0,2.0,HARD,5.0,True
HUL,7.0,2.0,HARD,6.0,True
HUL,8.0,2.0,HARD,7.0,True
HUL,9.0,2.0,HARD,8.0,True
HUL,10.0,2.0,HARD,9.0,True
HUL,11.0,2.0,HARD,10.0,True
HUL,12.0,2.0,HARD,11.0,True
HUL,13.0,2.0,HARD,12.0,True
HUL,14.0,2.0,HARD,13.0,True
HUL,15.0,2.0,HARD,14.0,True
HUL,16.0,2.0,HARD,15.0,True
HUL,17.0,2.0,HARD,16.0,True
HUL,18.0,2.0,HARD,17.0,True
HUL,19.0,2.0,HARD,18.0,True
HUL,20.0,2.0,HARD,19.0,True
HUL,21.0,3.0,HARD,1.0,True
HUL,22.0,3.0,HARD,2.0,True
HUL,23.0,3.0,HARD,3.0,True
HUL,24.0,3.0,HARD,4.0,True
HUL,25.0,3.0,HARD,5.0,True
HUL,26.0,3.0,HARD,6.0,True
HUL,27.0,3.0,HARD,7.0,True
HUL,28.0,3.0,HARD,8.0,True
HUL,29.0,3.0,HARD,9.0,True
HUL,30.0,3.0,HARD,10.0,True
HUL,31.0,3.0,HARD,11.0,True
HUL,32.0,3.0,HARD,12.0,True
HUL,33.0,3.0,HARD,13.0,True
HUL,34.0,3.0,HARD,14.0,True
HUL,35.0,3.0,HARD,15.0,True
HUL,36.0,3.0,HARD,16.0,True
HUL,37.0,3.0,HARD,17.0,True
HUL,38.0,3.0,HARD,18.0,True
HUL,39.0,3.0,HARD,19.0,True
HUL,40.0,3.0,HARD,20.0,True
HUL,41.0,3.0,HARD,21.0,True
HUL,42.0,4.0,SOFT,2.0,False
HUL,43.0,4.0,SOFT,3.0,False
HUL,44.0,4.0,SOFT,4.0,False
HUL,45.0,4.0,SOFT,5.0,False
HUL,46.0,4.0,SOFT,6.0,False
HUL,47.0,4.0,SOFT,7.0,False
HUL,48.0,4.0,SOFT,8.0,False
HUL,49.0,4.0,SOFT,9.0,False
HUL,50.0,4.0,SOFT,10.0,False
HUL,51.0,4.0,SOFT,11.0,False
HUL,52.0,4.0,SOFT,12.0,False
HUL,53.0,4.0,SOFT,13.0,False
HUL,54.0,4.0,SOFT,14.0,False
HUL,55.0,4.0,SOFT,15.0,False
HUL,56.0,4.0,SOFT,16.0,False
OCO,1.0,1.0,SOFT,1.0,True
OCO,2.0,1.0,SOFT,2.0,True
OCO,3.0,1.0,SOFT,3.0,True
OCO,4.0,1.0,SOFT,4.0,True
OCO,5.0,1.0,SOFT,5.0,True
OCO,6.0,1.0,SOFT,6.0,True
OCO,7.0,1.0,SOFT,7.0,True
OCO,8.0,1.0,SOFT,8.0,True
OCO,9.0,1.0,SOFT,9.0,True
OCO,10.0,1.0,SOFT,10.0,True
OCO,11.0,2.0,HARD,1.0,True
OCO,12.0,2.0,HARD,2.0,True
OCO,13.0,2.0,HARD,3.0,True
OCO,14.0,2.0,HARD,4.0,True
OCO,15.0,2.0,HARD,5.0,True
OCO,16.0,2.0,HARD,6.0,True
OCO,17.0,2.0,HARD,7.0,True
OCO,18.0,2.0,HARD,8.0,True
OCO,19.0,2.0,HARD,9.0,True
OCO,20.0,2.0,HARD,10.0,True
OCO,21.0,2.0,HARD,11.0,True
OCO,22.0,2.0,HARD,12.0,True
OCO,23.0,2.0,HARD,13.0,True
OCO,24.0,2.0,HARD,14.0,True
OCO,25.0,2.0,HARD,15.0,True
OCO,26.0,2.0,HARD,16.0,True
OCO,27.0,2.0,HARD,17.0,True
OCO,28.0,2.0,HARD,18.0,True
OCO,29.0,2.0,HARD,19.0,True
OCO,30.0,2.0,HARD,20.0,True
OCO,31.0,3.0,HARD,1.0,True
OCO,32.0,3.0,HARD,2.0,True
OCO,33.0,3.0,HARD,3.0,True
OCO,34.0,3.0,HARD,4.0,True
OCO,35.0,3.0,HARD,5.0,True
OCO,36.0,3.0,HARD,6.0,True
OCO,37.0,3.0,HARD,7.0,True
OCO,38.0,3.0,HARD,8.0,True
OCO,39.0,3.0,HARD,9.0,True
OCO,40.0,3.0,HARD,10.0,True
OCO,41.0,3.0,HARD,11.0,True
OCO,42.0,3.0,HARD,12.0,True
OCO,43.0,3.0,HARD,13.0,True
OCO,44.0,3.0,HARD,14.0,True
OCO,45.0,3.0,HARD,15.0,True
OCO,46.0,3.0,HARD,16.0,True
OCO,47.0,3.0,HARD,17.0,True
OCO,48.0,3.0,HARD,18.0,True
OCO,49.0,3.0,HARD,19.0,True
OCO,50.0,3.0,HARD,20.0,True
OCO,51.0,3.0,HARD,21.0,True
OCO,52.0,3.0,HARD,22.0,True
OCO,53.0,3.0,HARD,23.0,True
OCO,54.0,3.0,HARD,24.0,True
OCO,55.0,3.0,HARD,25.0,True
OCO,56.0,3.0,HARD,26.0,True
GAS,1.0,1.0,SOFT,1.0,True
GAS,2.0,1.0,SOFT,2.0,True
GAS,3.0,1.0,SOFT,3.0,True
GAS,4.0,1.0,SOFT,4.0,True
GAS,5.0,1.0,SOFT,5.0,True
GAS,6.0,1.0,SOFT,6.0,True
GAS,7.0,1.0,SOFT,7.0,True
GAS,8.0,1.0,SOFT,8.0,True
GAS,9.0,1.0,SOFT,9.0,True
GAS,10.0,1.0,SOFT,10.0,True
GAS,11.0,1.0,SOFT,11.0,True
GAS,12.0,1.0,SOFT,12.0,True
GAS,13.0,2.0,HARD,1.0,True
GAS,14.0,2.0,HARD,2.0,True
GAS,15.0,2.0,HARD,3.0,True
GAS,16.0,2.0,HARD,4.0,True
GAS,17.0,2.0,HARD,5.0,True
GAS,18.0,2.0,HARD,6.0,True
GAS,19.0,2.0,HARD,7.0,True
GAS,20.0,2.0,HARD,8.0,True
GAS,21.0,2.0,HARD,9.0,True
GAS,22.0,2.0,HARD,10.0,True
GAS,23.0,2.0,HARD,11.0,True
GAS,24.0,2.0,HARD,12.0,True
GAS,25.0,2.0,HARD,13.0,True
GAS,26.0,2.0,HARD,14.0,True
GAS,27.0,2.0,HARD,15.0,True
GAS,28.0,2.0,HARD,16.0,True
GAS,29.0,2.0,HARD,17.0,True
GAS,30.0,2.0,HARD,18.0,True
GAS,31.0,2.0,HARD,19.0,True
GAS,32.0,3.0,HARD,1.0,True
GAS,33.0,3.0,HARD,2.0,True
GAS,34.0,3.0,HARD,3.0,True
GAS,35.0,3.0,HARD,4.0,True
GAS,36.0,3.0,HARD,5.0,True
GAS,37.0,3.0,HARD,6.0,True
GAS,38.0,3.0,HARD,7.0,True
GAS,39.0,3.0,HARD,8.0,True
GAS,40.0,3.0,HARD,9.0,True
GAS,41.0,3.0,HARD,10.0,True
GAS,42.0,3.0,HARD,11.0,True
GAS,43.0,3.0,HARD,12.0,True
GAS,44.0,4.0,SOFT,1.0,True
GAS,45.0,4.0,SOFT,2.0,True
GAS,46.0,4.0,SOFT,3.0,True
GAS,47.0,4.0,SOFT,4.0,True
GAS,48.0,4.0,SOFT,5.0,True
GAS,49.0,4.0,SOFT,6.0,True
GAS,50.0,4.0,SOFT,7.0,True
GAS,51.0,4.0,SOFT,8.0,True
GAS,52.0,4.0,SOFT,9.0,True
GAS,53.0,4.0,SOFT,10.0,True
GAS,54.0,4.0,SOFT,11.0,True
GAS,55.0,4.0,SOFT,12.0,True
GAS,56.0,4.0,SOFT,13.0,True
BOT,1.0,1.0,SOFT,1.0,True
BOT,2.0,1.0,SOFT,2.0,True
BOT,3.0,1.0,SOFT,3.0,True
BOT,4.0,1.0,SOFT,4.0,True
BOT,5.0,1.0,SOFT,5.0,True
BOT,6.0,1.0,SOFT,6.0,True
BOT,7.0,1.0,SOFT,7.0,True
BOT,8.0,1.0,SOFT,8.0,True
BOT,9.0,1.0,SOFT,9.0,True
BOT,10.0,1.0,SOFT,10.0,True
BOT,11.0,1.0,SOFT,11.0,True
BOT,12.0,1.0,SOFT,12.0,True
BOT,13.0,2.0,HARD,1.0,True
BOT,14.0,2.0,HARD,2.0,True
BOT,15.0,2.0,HARD,3.0,True
BOT,16.0,2.0,HARD,4.0,True
BOT,17.0,2.0,HARD,5.0,True
BOT,18.0,2.0,HARD,6.0,True
BOT,19.0,2.0,HARD,7.0,True
BOT,20.0,2.0,HARD,8.0,True
BOT,21.0,2.0,HARD,9.0,True
BOT,22.0,2.0,HARD,10.0,True
BOT,23.0,2.0,HARD,11.0,True
BOT,24.0,2.0,HARD,12.0,True
BOT,25.0,2.0,HARD,13.0,True
BOT,26.0,2.0,HARD,14.0,True
BOT,27.0,2.0,HARD,15.0,True
BOT,28.0,2.0,HARD,16.0,True
BOT,29.0,2.0,HARD,17.0,True
BOT,30.0,2.0,HARD,18.0,True
BOT,31.0,3.0,HARD,1.0,True
BOT,32.0,3.0,HARD,2.0,True
BOT,33.0,3.0,HARD,3.0,True
BOT,34.0,3.0,HARD,4.0,True
BOT,35.0,3.0,HARD,5.0,True
BOT,36.0,3.0,HARD,6.0,True
BOT,37.0,3.0,HARD,7.0,True
BOT,38.0,3.0,HARD,8.0,True
BOT,39.0,3.0,HARD,9.0,True
BOT,40.0,3.0,HARD,10.0,True
BOT,41.0,3.0,HARD,11.0,True
BOT,42.0,3.0,HARD,12.0,True
BOT,43.0,3.0,HARD,13.0,True
BOT,44.0,3.0,HARD,14.0,True
BOT,45.0,3.0,HARD,15.0,True
BOT,46.0,3.0,HARD,16.0,True
BOT,47.0,3.0,HARD,17.0,True
BOT,48.0,3.0,HARD,18.0,True
BOT,49.0,3.0,HARD,19.0,True
BOT,50.0,3.0,HARD,20.0,True
BOT,51.0,3.0,HARD,21.0,True
BOT,52.0,3.0,HARD,22.0,True
BOT,53.0,3.0,HARD,23.0,True
BOT,54.0,3.0,HARD,24.0,True
BOT,55.0,3.0,HARD,25.0,True
BOT,56.0,3.0,HARD,26.0,True
SAR,1.0,1.0,SOFT,1.0,True
SAR,2.0,1.0,SOFT,2.0,True
SAR,3.0,1.0,SOFT,3.0,True
SAR,4.0,1.0,SOFT,4.0,True
SAR,5.0,1.0,SOFT,5.0,True
SAR,6.0,1.0,SOFT,6.0,True
SAR,7.0,1.0,SOFT,7.0,True
SAR,8.0,1.0,SOFT,8.0,True
SAR,9.0,1.0,SOFT,9.0,True
SAR,10.0,1.0,SOFT,10.0,True
SAR,11.0,2.0,HARD,1.0,True
SAR,12.0,2.0,HARD,2.0,True
SAR,13.0,2.0,HARD,3.0,True
SAR,14.0,2.0,HARD,4.0,True
SAR,15.0,2.0,HARD,5.0,True
SAR,16.0,2.0,HARD,6.0,True
SAR,17.0,2.0,HARD,7.0,True
SAR,18.0,2.0,HARD,8.0,True
SAR,19.0,2.0,HARD,9.0,True
SAR,20.0,2.0,HARD,10.0,True
SAR,21.0,2.0,HARD,11.0,True
SAR,22.0,2.0,HARD,12.0,True
SAR,23.0,2.0,HARD,13.0,True
SAR,24.0,2.0,HARD,14.0,True
SAR,25.0,2.0,HARD,15.0,True
SAR,26.0,2.0,HARD,16.0,True
SAR,27.0,2.0,HARD,17.0,True
SAR,28.0,2.0,HARD,18.0,True
SAR,29.0,3.0,HARD,1.0,True
SAR,30.0,3.0,HARD,2.0,True
SAR,31.0,3.0,HARD,3.0,True
SAR,32.0,3.0,HARD,4.0,True
SAR,33.0,3.0,HARD,5.0,True
SAR,34.0,3.0,HARD,6.0,True
SAR,35.0,3.0,HARD,7.0,True
SAR,36.0,3.0,HARD,8.0,True
SAR,37.0,3.0,HARD,9.0,True
SAR,38.0,3.0,HARD,10.0,True
SAR,39.0,3.0,HARD,11.0,True
SAR,40.0,3.0,HARD,12.0,True
SAR,41.0,4.0,SOFT,1.0,True
SAR,42.0,4.0,SOFT,2.0,True
SAR,43.0,4.0,SOFT,3.0,True
SAR,44.0,4.0,SOFT,4.0,True
SAR,45.0,4.0,SOFT,5.0,True
SAR,46.0,4.0,SOFT,6.0,True
SAR,47.0,4.0,SOFT,7.0,True
SAR,48.0,4.0,SOFT,8.0,True
SAR,49.0,4.0,SOFT,9.0,True
SAR,50.0,4.0,SOFT,10.0,True
SAR,51.0,4.0,SOFT,11.0,True
SAR,52.0,4.0,SOFT,12.0,True
SAR,53.0,4.0,SOFT,13.0,True
SAR,54.0,4.0,SOFT,14.0,True
SAR,55.0,4.0,SOFT,15.0,True
