Driver,DriverNumber,LapNumber,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Stint,Compound,TyreLife,FreshTyre,PitInTime,PitOutTime,TrackStatus,Position,Deleted
HAM,44,13.0,118.645,52.396,42.491,23.758,2.0,HARD,1.0,True,,4809.902,1,12.0,False
HAM,44,14.0,97.178,31.073,42.404,23.701,2.0,HARD,2.0,True,,,1,11.0,False
HAM,44,15.0,97.264,31.095,42.315,23.854,2.0,HARD,3.0,True,,,1,10.0,False
HAM,44,16.0,97.091,31.165,42.207,23.719,2.0,HARD,4.0,True,,,1,8.0,False
HAM,44,17.0,97.111,30.738,42.64,23.733,2.0,HARD,5.0,True,,,1,8.0,False
HAM,44,18.0,96.85,30.825,42.221,23.804,2.0,HARD,6.0,True,,,1,8.0,False
HAM,44,19.0,96.694,30.848,42.131,23.715,2.0,HARD,7.0,True,,,1,8.0,False
HAM,44,20.0,96.264,30.768,41.794,23.702,2.0,HARD,8.0,True,,,1,8.0,False
HAM,44,21.0,96.51,30.757,42.003,23.75,2.0,HARD,9.0,True,,,1,8.0,False
HAM,44,22.0,96.633,30.733,42.141,23.759,2.0,HARD,10.0,True,,,1,8.0,False
HAM,44,23.0,96.717,30.884,42.063,23.77,2.0,HARD,11.0,True,,,1,8.0,False
HAM,44,24.0,96.666,30.826,42.1,23.74,2.0,HARD,12.0,True,,,1,8.0,False
HAM,44,25.0,96.919,31.037,42.09,23.792,2.0,HARD,13.0,True,,,1,8.0,False
HAM,44,26.0,96.714,30.847,42.095,23.772,2.0,HARD,14.0,True,,,1,8.0,False
HAM,44,27.0,97.201,30.891,42.39,23.92,2.0,HARD,15.0,True,,,1,8.0,True
HAM,44,28.0,96.692,30.907,41.948,23.837,2.0,HARD,16.0,True,,,1,8.0,False
HAM,44,29.0,96.786,30.897,42.023,23.866,2.0,HARD,17.0,True,,,1,8.0,False
HAM,44,30.0,97.244,30.945,42.37,23.929,2.0,HARD,18.0,True,,,1,8.0,False
HAM,44,31.0,96.975,30.837,42.175,23.963,2.0,HARD,19.0,True,,,1,8.0,False
HAM,44,32.0,97.325,31.076,42.235,24.014,2.0,HARD,20.0,True,,,1,7.0,False
HAM,44,33.0,99.696,30.937,42.399,26.36,2.0,HARD,21.0,True,6844.064,,1,7.0,False
HAM,44,34.0,114.974,50.966,40.903,23.105,3.0,HARD,1.0,True,,6868.183,1,9.0,False
HAM,44,35.0,95.489,30.776,41.304,23.409,3.0,HARD,2.0,True,,,1,8.0,False
HAM,44,36.0,95.279,30.303,41.653,23.323,3.0,HARD,3.0,True,,,1,8.0,False
HAM,44,37.0,95.597,30.384,41.575,23.638,3.0,HARD,4.0,True,,,1,8.0,False
HAM,44,38.0,94.966,30.06,41.423,23.483,3.0,HARD,5.0,True,,,1,8.0,False
HAM,44,39.0,94.722,30.17,41.159,23.393,3.0,HARD,6.0,True,,,1,7.0,False
HAM,44,40.0,95.041,30.443,41.198,23.4,3.0,HARD,7.0,True,,,1,7.0,False
HAM,44,41.0,94.94,30.463,41.116,23.361,3.0,HARD,8.0,True,,,1,7.0,False
HAM,44,42.0,94.996,30.426,41.13,23.44,3.0,HARD,9.0,True,,,1,7.0,False
HAM,44,43.0,94.935,30.437,41.134,23.364,3.0,HARD,10.0,True,,,1,7.0,False
HAM,44,44.0,95.169,30.494,41.229,23.446,3.0,HARD,11.0,True,,,1,7.0,False
HAM,44,45.0,95.184,30.483,41.299,23.402,3.0,HARD,12.0,True,,,1,7.0,False
HAM,44,46.0,95.285,30.569,41.258,23.458,3.0,HARD,13.0,True,,,1,7.0,False
HAM,44,47.0,95.226,30.514,41.311,23.401,3.0,HARD,14.0,True,,,1,7.0,True
HAM,44,48.0,96.165,30.691,41.926,23.548,3.0,HARD,15.0,True,,,1,7.0,False
HAM,44,49.0,95.914,30.616,41.819,23.479,3.0,HARD,16.0,True,,,1,7.0,False
HAM,44,50.0,95.612,30.655,41.454,23.503,3.0,HARD,17.0,True,,,1,7.0,False
HAM,44,51.0,95.532,30.597,41.403,23.532,3.0,HARD,18.0,True,,,1,7.0,False
HAM,44,52.0,95.479,30.578,41.382,23.519,3.0,HARD,19.0,True,,,1,7.0,False
HAM,44,53.0,95.55,30.643,41.252,23.655,3.0,HARD,20.0,True,,,1,7.0,False
HAM,44,54.0,95.974,30.792,41.706,23.476,3.0,HARD,21.0,True,,,1,7.0,False
HAM,44,55.0,95.633,30.602,41.487,23.544,3.0,HARD,22.0,True,,,1,7.0,False
HAM,44,56.0,95.706,30.597,41.564,23.545,3.0,HARD,23.0,True,,,1,7.0,False
HAM,44,57.0,96.138,30.687,41.847,23.604,3.0,HARD,24.0,True,,,1,7.0,False
PIA,81,1.0,102.523,,43.573,24.14,1.0,SOFT,4.0,False,,,12,8.0,False
PIA,81,2.0,98.382,31.429,42.789,24.164,1.0,SOFT,5.0,False,,,1,8.0,False
PIA,81,3.0,98.258,31.147,42.993,24.118,1.0,SOFT,6.0,False,,,1,8.0,False
PIA,81,4.0,97.897,31.113,42.572,24.212,1.0,SOFT,7.0,False,,,1,8.0,False
PIA,81,5.0,97.859,30.894,42.78,24.185,1.0,SOFT,8.0,False,,,1,7.0,False
PIA,81,6.0,97.955,31.412,42.35,24.193,1.0,SOFT,9.0,False,,,1,7.0,False
PIA,81,7.0,97.984,31.164,42.581,24.239,1.0,SOFT,10.0,False,,,1,7.0,False
PIA,81,8.0,97.956,31.179,42.533,24.244,1.0,SOFT,11.0,False,,,1,7.0,False
PIA,81,9.0,98.096,31.211,42.534,24.351,1.0,SOFT,12.0,False,,,1,7.0,False
PIA,81,10.0,98.073,31.294,42.462,24.317,1.0,SOFT,13.0,False,,,12,7.0,False
PIA,81,11.0,98.397,31.276,42.727,24.394,1.0,SOFT,14.0,False,,,1,7.0,False
PIA,81,12.0,100.739,31.364,42.679,26.696,1.0,SOFT,15.0,False,4782.605,,1,5.0,False
PIA,81,13.0,118.689,52.735,42.241,23.713,2.0,HARD,1.0,True,,4808.021,1,11.0,False
PIA,81,14.0,96.796,30.92,42.057,23.819,2.0,HARD,2.0,True,,,1,10.0,False
PIA,81,15.0,96.823,31.008,41.928,23.887,2.0,HARD,3.0,True,,,1,9.0,False
PIA,81,16.0,96.427,30.706,41.849,23.872,2.0,HARD,4.0,True,,,1,7.0,False
PIA,81,17.0,96.872,30.863,42.13,23.879,2.0,HARD,5.0,True,,,1,7.0,False
PIA,81,18.0,97.095,30.958,42.15,23.987,2.0,HARD,6.0,True,,,1,7.0,False
PIA,81,19.0,96.577,30.84,41.863,23.874,2.0,HARD,7.0,True,,,1,7.0,False
PIA,81,20.0,96.644,30.982,41.794,23.868,2.0,HARD,8.0,True,,,1,7.0,False
PIA,81,21.0,96.733,30.904,41.943,23.886,2.0,HARD,9.0,True,,,1,7.0,False
PIA,81,22.0,96.555,30.87,41.812,23.873,2.0,HARD,10.0,True,,,1,7.0,False
PIA,81,23.0,96.68,30.953,41.883,23.844,2.0,HARD,11.0,True,,,1,7.0,False
PIA,81,24.0,96.884,31.104,41.813,23.967,2.0,HARD,12.0,True,,,1,7.0,False
PIA,81,25.0,97.008,31.017,42.028,23.963,2.0,HARD,13.0,True,,,1,7.0,False
PIA,81,26.0,96.882,30.94,42.004,23.938,2.0,HARD,14.0,True,,,1,7.0,False
PIA,81,27.0,96.905,31.034,41.892,23.979,2.0,HARD,15.0,True,,,1,7.0,False
PIA,81,28.0,96.905,31.028,41.888,23.989,2.0,HARD,16.0,True,,,1,7.0,False
PIA,81,29.0,97.179,31.07,42.068,24.041,2.0,HARD,17.0,True,,,1,7.0,False
PIA,81,30.0,97.177,31.02,42.067,24.09,2.0,HARD,18.0,True,,,1,7.0,False
PIA,81,31.0,97.57,30.979,42.516,24.075,2.0,HARD,19.0,True,,,1,7.0,False
PIA,81,32.0,97.163,30.956,42.2,24.007,2.0,HARD,20.0,True,,,1,6.0,False
PIA,81,33.0,97.088,31.023,42.039,24.026,2.0,HARD,21.0,True,,,1,6.0,False
PIA,81,34.0,99.211,30.933,41.867,26.411,2.0,HARD,22.0,True,6938.558,,1,5.0,False
PIA,81,35.0,119.703,53.392,42.529,23.782,3.0,HARD,1.0,True,,6963.352,1,9.0,False
PIA,81,36.0,95.153,30.577,41.125,23.451,3.0,HARD,2.0,True,,,1,9.0,False
PIA,81,37.0,94.774,30.469,40.772,23.533,3.0,HARD,3.0,True,,,1,9.0,True
PIA,81,38.0,95.298,30.613,41.055,23.63,3.0,HARD,4.0,True,,,1,9.0,True
PIA,81,39.0,94.983,30.196,41.091,23.696,3.0,HARD,5.0,True,,,1,9.0,False
PIA,81,40.0,95.005,30.329,41.07,23.606,3.0,HARD,6.0,True,,,1,8.0,False
PIA,81,41.0,95.109,30.504,41.055,23.55,3.0,HARD,7.0,True,,,1,8.0,False
PIA,81,42.0,95.341,30.605,41.21,23.526,3.0,HARD,8.0,True,,,1,8.0,False
PIA,81,43.0,95.258,30.52,41.188,23.55,3.0,HARD,9.0,True,,,1,8.0,False
PIA,81,44.0,95.238,30.489,41.161,23.588,3.0,HARD,10.0,True,,,1,8.0,False
PIA,81,45.0,95.306,30.589,41.14,23.577,3.0,HARD,11.0,True,,,1,8.0,False
PIA,81,46.0,95.296,30.594,41.178,23.524,3.0,HARD,12.0,True,,,1,8.0,False
PIA,81,47.0,95.376,30.504,41.194,23.678,3.0,HARD,13.0,True,,,1,8.0,False
PIA,81,48.0,95.702,30.651,41.365,23.686,3.0,HARD,14.0,True,,,1,8.0,False
PIA,81,49.0,95.653,30.619,41.313,23.721,3.0,HARD,15.0,True,,,1,8.0,False
PIA,81,50.0,95.984,30.79,41.405,23.789,3.0,HARD,16.0,True,,,1,8.0,True
PIA,81,51.0,95.8,30.74,41.312,23.748,3.0,HARD,17.0,True,,,1,8.0,False
PIA,81,52.0,96.024,30.765,41.526,23.733,3.0,HARD,18.0,True,,,1,8.0,False
PIA,81,53.0,95.739,30.77,41.299,23.67,3.0,HARD,19.0,True,,,1,8.0,False
PIA,81,54.0,96.107,30.976,41.431,23.7,3.0,HARD,20.0,True,,,1,8.0,False
PIA,81,55.0,95.973,30.879,41.373,23.721,3.0,HARD,21.0,True,,,1,8.0,False
PIA,81,56.0,96.1,30.82,41.515,23.765,3.0,HARD,22.0,True,,,1,8.0,False
PIA,81,57.0,95.92,30.738,41.401,23.781,3.0,HARD,23.0,True,,,1,8.0,False
ALO,14,1.0,101.679,,43.268,24.162,1.0,SOFT,4.0,False,,,12,6.0,False
ALO,14,2.0,98.02,31.203,42.896,23.921,1.0,SOFT,5.0,False,,,1,6.0,False
ALO,14,3.0,99.046,32.068,42.719,24.259,1.0,SOFT,6.0,False,,,1,7.0,False
ALO,14,4.0,97.776,30.951,42.58,24.245,1.0,SOFT,7.0,False,,,1,7.0,False
ALO,14,5.0,99.292,32.063,42.806,24.423,1.0,SOFT,8.0,False,,,1,8.0,False
ALO,14,6.0,98.053,31.076,42.676,24.301,1.0,SOFT,9.0,False,,,1,8.0,False
ALO,14,7.0,98.008,30.905,42.7,24.403,1.0,SOFT,10.0,False,,,1,8.0,False
ALO,14,8.0,98.103,31.024,42.689,24.39,1.0,SOFT,11.0,False,,,1,8.0,False
ALO,14,9.0,98.896,31.464,43.036,24.396,1.0,SOFT,12.0,False,,,1,8.0,False
ALO,14,10.0,99.325,31.635,43.162,24.528,1.0,SOFT,13.0,False,,,12,9.0,False
ALO,14,11.0,98.554,31.043,42.972,24.539,1.0,SOFT,14.0,False,,,1,9.0,False
ALO,14,12.0,98.543,30.932,43.035,24.576,1.0,SOFT,15.0,False,,,1,6.0,False
ALO,14,13.0,98.587,31.446,42.808,24.333,1.0,SOFT,16.0,False,,,1,4.0,False
ALO,14,14.0,98.612,31.516,42.741,24.355,1.0,SOFT,17.0,False,,,1,3.0,False
ALO,14,15.0,101.101,31.48,42.707,26.914,1.0,SOFT,18.0,False,5082.03,,1,2.0,False
ALO,14,16.0,118.814,52.462,42.357,23.995,2.0,HARD,1.0,True,,5106.892,1,10.0,False
ALO,14,17.0,96.97,30.546,42.572,23.852,2.0,HARD,2.0,True,,,1,9.0,False
ALO,14,18.0,97.361,31.136,42.381,23.844,2.0,HARD,3.0,True,,,1,9.0,False
ALO,14,19.0,97.072,30.967,42.236,23.869,2.0,HARD,4.0,True,,,1,9.0,False
ALO,14,20.0,97.357,31.08,42.304,23.973,2.0,HARD,5.0,True,,,1,9.0,False
ALO,14,21.0,97.342,30.978,42.385,23.979,2.0,HARD,6.0,True,,,1,9.0,False
ALO,14,22.0,97.122,30.882,42.371,23.869,2.0,HARD,7.0,True,,,1,9.0,False
ALO,14,23.0,97.265,30.946,42.451,23.868,2.0,HARD,8.0,True,,,1,9.0,False
ALO,14,24.0,97.046,30.836,42.303,23.907,2.0,HARD,9.0,True,,,1,9.0,False
ALO,14,25.0,97.179,30.925,42.232,24.022,2.0,HARD,10.0,True,,,1,9.0,False
ALO,14,26.0,97.638,31.295,42.393,23.95,2.0,HARD,11.0,True,,,1,9.0,False
ALO,14,27.0,96.945,31.0,42.032,23.913,2.0,HARD,12.0,True,,,1,9.0,False
ALO,14,28.0,97.256,31.091,42.208,23.957,2.0,HARD,13.0,True,,,1,9.0,False
ALO,14,29.0,97.104,30.948,42.237,23.919,2.0,HARD,14.0,True,,,1,9.0,False
ALO,14,30.0,96.982,30.976,42.05,23.956,2.0,HARD,15.0,True,,,1,9.0,False
ALO,14,31.0,96.957,30.866,42.192,23.899,2.0,HARD,16.0,True,,,1,9.0,False
ALO,14,32.0,97.056,31.023,42.0,24.033,2.0,HARD,17.0,True,,,1,8.0,False
ALO,14,33.0,97.202,31.106,42.136,23.96,2.0,HARD,18.0,True,,,1,8.0,False
ALO,14,34.0,97.601,31.211,42.33,24.06,2.0,HARD,19.0,True,,,1,7.0,False
ALO,14,35.0,97.273,31.078,42.219,23.976,2.0,HARD,20.0,True,,,1,5.0,False
ALO,14,36.0,98.343,31.245,42.631,24.467,2.0,HARD,21.0,True,,,1,7.0,False
ALO,14,37.0,96.799,30.5,42.284,24.015,2.0,HARD,22.0,True,,,1,7.0,False
ALO,14,38.0,97.297,30.952,42.212,24.133,2.0,HARD,23.0,True,,,1,7.0,False
ALO,14,39.0,97.946,31.253,42.438,24.255,2.0,HARD,24.0,True,,,1,8.0,False
ALO,14,40.0,98.061,31.525,42.36,24.176,2.0,HARD,25.0,True,,,1,9.0,False
ALO,14,41.0,100.261,31.046,42.415,26.8,2.0,HARD,26.0,True,7636.321,,1,9.0,False
ALO,14,42.0,116.899,52.077,41.387,23.435,3.0,HARD,1.0,True,,7661.382,1,11.0,False
ALO,14,43.0,95.107,30.517,41.055,23.535,3.0,HARD,2.0,True,,,1,11.0,False
ALO,14,44.0,94.981,30.334,41.382,23.265,3.0,HARD,3.0,True,,,1,10.0,False
ALO,14,45.0,94.872,30.536,41.011,23.325,3.0,HARD,4.0,True,,,1,10.0,False
ALO,14,46.0,95.126,30.468,41.232,23.426,3.0,HARD,5.0,True,,,1,10.0,False
ALO,14,47.0,95.225,30.596,41.183,23.446,3.0,HARD,6.0,True,,,1,10.0,False
ALO,14,48.0,94.199,30.046,40.806,23.347,3.0,HARD,7.0,True,,,1,9.0,False
ALO,14,49.0,94.571,30.4,40.783,23.388,3.0,HARD,8.0,True,,,1,9.0,False
ALO,14,50.0,94.677,30.453,40.794,23.43,3.0,HARD,9.0,True,,,1,9.0,False
ALO,14,51.0,94.916,30.543,40.924,23.449,3.0,HARD,10.0,True,,,1,9.0,False
ALO,14,52.0,94.862,30.447,40.963,23.452,3.0,HARD,11.0,True,,,1,9.0,False
ALO,14,53.0,95.249,30.498,41.106,23.645,3.0,HARD,12.0,True,,,1,9.0,False
ALO,14,54.0,95.745,30.701,41.444,23.6,3.0,HARD,13.0,True,,,1,9.0,False
ALO,14,55.0,95.066,30.478,41.126,23.462,3.0,HARD,14.0,True,,,1,9.0,False
ALO,14,56.0,95.014,30.405,41.122,23.487,3.0,HARD,15.0,True,,,1,9.0,False
ALO,14,57.0,95.276,30.59,41.134,23.552,3.0,HARD,16.0,True,,,1,9.0,False
STR,18,1.0,110.214,,44.4,24.337,1.0,SOFT,1.0,True,,,12,19.0,False
STR,18,2.0,97.987,31.319,42.653,24.015,1.0,SOFT,2.0,True,,,1,19.0,False
STR,18,3.0,98.279,31.279,42.79,24.21,1.0,SOFT,3.0,True,,,1,19.0,False
STR,18,4.0,98.364,30.944,43.227,24.193,1.0,SOFT,4.0,True,,,1,19.0,False
STR,18,5.0,98.725,30.987,43.577,24.161,1.0,SOFT,5.0,True,,,1,18.0,False
STR,18,6.0,98.925,31.554,43.188,24.183,1.0,SOFT,6.0,True,,,1,18.0,False
STR,18,7.0,98.769,31.302,43.186,24.281,1.0,SOFT,7.0,True,,,1,18.0,False
STR,18,8.0,98.857,30.963,43.37,24.524,1.0,SOFT,8.0,True,,,1,18.0,False
STR,18,9.0,102.112,31.431,43.451,27.23,1.0,SOFT,9.0,True,4500.719,,1,19.0,False
STR,18,10.0,117.815,51.912,42.22,23.683,2.0,HARD,1.0,True,,4525.073,12,18.0,False
STR,18,11.0,96.494,30.684,42.077,23.733,2.0,HARD,2.0,True,,,1,17.0,False
STR,18,12.0,97.175,30.961,42.338,23.876,2.0,HARD,3.0,True,,,1,16.0,False
STR,18,13.0,97.289,30.988,42.395,23.906,2.0,HARD,4.0,True,,,1,14.0,False
STR,18,14.0,97.624,31.039,42.588,23.997,2.0,HARD,5.0,True,,,1,13.0,False
STR,18,15.0,97.533,30.928,42.631,23.974,2.0,HARD,6.0,True,,,1,12.0,False
STR,18,16.0,98.027,31.238,42.753,24.036,2.0,HARD,7.0,True,,,1,11.0,False
STR,18,17.0,98.777,31.663,42.958,24.156,2.0,HARD,8.0,True,,,1,12.0,False
STR,18,18.0,97.417,30.775,42.503,24.139,2.0,HARD,9.0,True,,,1,12.0,False
STR,18,19.0,97.554,30.774,42.598,24.182,2.0,HARD,10.0,True,,,1,12.0,False
STR,18,20.0,97.859,31.219,42.499,24.141,2.0,HARD,11.0,True,,,1,12.0,False
STR,18,21.0,98.022,31.191,42.686,24.145,2.0,HARD,12.0,True,,,1,12.0,False
STR,18,22.0,98.175,31.109,42.935,24.131,2.0,HARD,13.0,True,,,1,12.0,False
STR,18,23.0,97.826,31.057,42.668,24.101,2.0,HARD,14.0,True,,,1,12.0,False
STR,18,24.0,98.138,31.071,42.831,24.236,2.0,HARD,15.0,True,,,1,12.0,False
STR,18,25.0,97.994,31.105,42.77,24.119,2.0,HARD,16.0,True,,,1,12.0,False
STR,18,26.0,98.133,31.156,42.759,24.218,2.0,HARD,17.0,True,,,1,12.0,False
STR,18,27.0,100.71,31.196,42.791,26.723,2.0,HARD,18.0,True,6283.48,,1,13.0,False
STR,18,28.0,116.64,51.64,41.554,23.446,3.0,HARD,1.0,True,,6307.9,1,18.0,False
STR,18,29.0,95.854,30.749,41.609,23.496,3.0,HARD,2.0,True,,,1,18.0,False
STR,18,30.0,95.632,30.429,41.682,23.521,3.0,HARD,3.0,True,,,1,18.0,False
